id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_duration,rating_difference,total_rating,processed_date
L8zrI5BD,true,1.501975403565E12,1.501976106646E12,53,mate,white,10+0,viswannabe,1136,fandmlancaster2,1307,e4 d6 Nf3 e5 Nc3 Bg4 Bc4 Bxf3 Qxf3 Nf6 O-O Nc6 Nd5 Nd4 Qa3 Nxc2 Qa4+ Qd7 Qxc2 Nxd5 Bxd5 O-O-O Qb3 c6 Bc4 b5 Bd3 d5 exd5 cxd5 Bxb5 Qf5 Ba6+ Kd7 Qb7+ Kd6 Qxa7 Be7 b3 Ra8 Ba3+ Ke6 Qb6+ Kd7 Bxe7 Kxe7 Rac1 Rhb8 Rc7+ Kd8 Qd6+ Ke8 Qe7#,C41,Philidor Defense #2,4,703081,171,2443,2025-01-31
jdF0kLDy,true,1.501975301656E12,1.501975386572E12,24,resign,white,10+0,mmoon01,1383,viswannabe,1141,c4 c5 g3 d6 Bg2 e5 Nc3 Be7 Nf3 Nc6 O-O Nf6 d3 Be6 Ng5 h6 Nxe6 fxe6 Qa4 Qc7 Nb5 Qa5 Bxc6+ bxc6,A30,English Opening: Symmetrical Variation,2,84916,242,2524,2025-01-31
vUonYJYn,true,1.50197400104E12,1.501975264428E12,116,outoftime,black,10+0,ashpak,1140,viswannabe,1129,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 d3 d6 Nc3 Be6 Bxe6 fxe6 Be3 Nd4 h3 Qe7 Nh4 Qf7 a3 Qh5 Qxh5+ Nxh5 Bxd4 exd4 Nb5 O-O-O Nxa7+ Kb8 Nb5 e5 Rfe1 Be7 Nf3 Nf4 a4 c6 Na3 d5 Nxe5 Bxa3 Nf7 Bxb2 Rab1 Bc3 Rf1 Ne2+ Kh1 Rhf8 Nxd8 Rxd8 g4 Ba5 f3 g5 Rf2 Nc3 Rc1 Nxa4 exd5 cxd5 Re2 Nc3 Re6 Rh8 Ra1 b6 Ree1 Rf8 Rf1 Re8 Kg2 Re2+ Rf2 Re5 f4 gxf4 Rxf4 Re2+ Rf2 Re6 Rf4 Nb5 Rb1 Nc3 Rc1 Ne2 Rf8+ Ka7 Re1 Nf4+ Kf2 Nxh3+ Kf1 Rxe1+ Kg2 Ng1 Rf7+ Ka6 Rf5 Bd2 Rf2 Ne2 Kf3 Bf4 Kg2 Be3 g5 Bxf2 Kxf2 Rc1 Kxe2 Rxc2+ Kd1 Rc8,C55,Italian Game: Anti-Fried Liver Defense,6,1263388,11,2269,2025-01-31
ERcEbmtN,true,1.50197283508E12,1.501973303536E12,51,resign,black,10+0,viswannabe,1147,cracovia,957,e4 e5 Nf3 a6 Bc4 Qf6 O-O b5 Bd5 c6 Bb3 Bb7 Nc3 h6 d3 d6 Be3 g5 a4 b4 Na2 a5 Nd2 Na6 Bb6 c5 Bxa5 h5 Bd5 Bxd5 exd5 g4 d4 exd4 Ne4 Qf5 Re1 Be7 Bc7 Nxc7 a5 Kf8 c3 h4 c4 g3 h3 gxf2+ Kh1 fxe1=Q+ Qxe1,C40,King's Knight Opening,3,468456,190,2104,2025-01-31
Ga0rgSfm,true,1.50197255149E12,1.501972672191E12,29,mate,white,10+0,viswannabe,1137,theboyhasnoname,1050,e4 e5 Nf3 d6 Bc4 Nc6 Nc3 Nf6 Ng5 Be7 Nxf7 Kd7 Nxd8 Rxd8 O-O d5 Bxd5 Nxd5 exd5 Nd4 Qg4+ Ke8 Qxg7 c6 Re1 cxd5 Rxe5 Bf5 Rxe7#,C41,Philidor Defense #3,5,120701,87,2187,2025-01-31
6abSTcSF,true,1.50197226678E12,1.501972474528E12,49,resign,black,10+0,viswannabe,1147,chiesu,1225,e4 e5 Nf3 d5 exd5 e4 Ng1 Qxd5 f3 Qd4 fxe4 Bg4 Be2 Qxe4 Nf3 Bxf3 O-O Bxg2 d3 Qd4+ Kxg2 Bd6 c3 Qd5+ Kg1 Qc5+ Kh1 Qc6+ Kg1 Bc5+ d4 Bd6 Bf4 Bxf4 Rxf4 Qg6+ Bg4 Nf6 Nd2 O-O h3 Nbd7 Qe2 Nb6 Re1 Nbd5 Kh2 Nxf4 Rf1,C40,Elephant Gambit: Paulsen Countergambit,6,207748,78,2372,2025-01-31
IN56zlIJ,true,1.501971263181E12,1.501972051391E12,84,mate,black,10+0,arjenf,1129,viswannabe,1135,e4 e5 Qh5 Qe7 Nf3 d6 Qg5 Qxg5 Nxg5 Be7 d3 Nc6 Na3 Nf6 h3 O-O Be2 Nd8 Bd2 Ne6 h4 Nxg5 Bxg5 b6 Nb5 Rb8 Nxc7 Bd8 Nd5 Nxd5 exd5 Bxg5 hxg5 Bf5 O-O-O e4 Rh3 Bxh3 gxh3 Rfe8 Bh5 exd3 Rxd3 Re1+ Kd2 Rbe8 Kc3 g6 Bg4 Rc8+ Kb3 Rce8 h4 h5 gxh6 Kh7 Bd7 Rd8 Bg4 Kxh6 Rh3 g5 hxg5+ Kxg5 Rh5+ Kxg4 Rh7 Rd7 c4 Re2 Rg7+ Kf3 Kb4 Rxb2+ Kc3 Rxf2 Kb4 a6 a3 Rb2+ Ka4 Rc7 Rh7 Rxc4#,C20,King's Pawn Game: Wayward Queen Attack,3,788210,6,2264,2025-01-31
xuwxxgpb,true,1.501964335301E12,1.50196491614E12,66,resign,white,10+0,fgomez,1443,viswannabe,1139,e4 e5 Nf3 Nc6 c3 Bc5 d4 exd4 cxd4 Bxd4 Nxd4 Nxd4 Qxd4 d6 Qxg7 Qf6 Qxf6 Nxf6 Nc3 Be6 Bd3 O-O-O O-O d5 Bc2 d4 Nb5 Kb8 Bf4 Rc8 Be5 Bc4 Bxc7+ Ka8 Rfd1 Bxb5 Be5 Nd7 Bxd4 Rhe8 Bd3 Bxd3 Rxd3 Rxe4 f3 Rf4 b3 f6 Re1 Nc5 Bxc5 a6 Be3 Rh4 a4 b5 Rd6 Rg8 Rxa6+ Kb7 Rxf6 Re8 Bf2 Rxe1+ Bxe1 bxa4,C44,Ponziani Opening,5,580839,304,2582,2025-01-31
g3x3xfAl,true,1.501964027393E12,1.501964234965E12,28,mate,black,10+0,viswannabe,1142,alexandrsolodovnik,1469,e4 d5 Nf3 dxe4 Ng5 e6 Nxe4 Qh4 Qe2 Nf6 Nxf6+ Qxf6 Qb5+ Nd7 Qd3 Nc5 Qf3 Qe5+ Be2 Bd6 O-O O-O c4 Bd7 d3 Bc6 Qe3 Qxh2#,A06,Zukertort Opening: Tennison Gambit,3,207572,327,2611,2025-01-31
IklNqQOw,true,1.501963387519E12,1.501963799905E12,45,resign,white,10+0,drocupter,1483,viswannabe,1145,c3 d5 e3 e6 Nf3 Nf6 c4 Bd6 cxd5 exd5 d3 Nc6 d4 O-O Bb5 Bg4 Be2 Qd7 O-O Bxf3 Bxf3 Ne4 Bxe4 dxe4 Nc3 Qe6 Qc2 Qh6 g3 Rfe8 Nb5 Red8 Qxe4 Re8 Qd3 Nb4 Qc3 Nc6 d5 Ne5 e4 a6 Bxh6 Nf3+ Qxf3,A00,Saragossa Opening,1,412386,338,2628,2025-01-31
fFqUrizD,true,1.501960650345E12,1.501961504006E12,127,resign,white,10+0,x-meister,1281,viswannabe,1153,d4 d5 c4 e6 cxd5 exd5 Nf3 Nf6 Nc3 Nc6 e3 Bb4 Bb5 O-O O-O Bd7 Ne5 Bf5 Nxc6 bxc6 Bxc6 Rb8 Nxd5 Nxd5 Bxd5 Qxd5 a3 Bd6 b4 Be4 f3 Bg6 e4 Qh5 Kf2 Qxh2 Rh1 Bg3+ Ke3 Bf4+ Kf2 Bg3+ Kf1 Qxh1+ Ke2 Qxd1+ Kxd1 Rbd8 Bb2 Bf2 Rc1 Bxd4 Bxd4 Rxd4+ Ke1 Rd6 Rxc7 Rdd8 Rxa7 f5 e5 Bf7 b5 Be6 b6 Rd7 Ra5 Rfd8 a4 Rd1+ Kf2 R8d2+ Kg3 Rd4 Ra8+ Kf7 b7 f4+ Kh2 Rd8 b8=Q Ke8 Qb5+ Bd7 Rxd8+ Kxd8 Qb8+ Bc8 a5 Ra1 Qa8 Kc7 Qa7+ Bb7 Qb6+ Kb8 e6 Re1 Qd6+ Ka7 e7 Bc8 Qc7+ Bb7 a6 Kxa6 e8=Q Rxe8 Qxg7 Bd5 Qxh7 Bc4 Qh5 Re3 Qg6+ Kb5 Qg5+ Kb4 Qxf4 Rc3 g4 Rc2+ Kg3 Kb3 g5 Rc1 Qxc1,D30,Queen's Gambit Declined,4,853661,128,2434,2025-01-31
tchdkuhO,true,1.501960550063E12,1.501960627472E12,24,resign,black,10+0,viswannabe,1156,alexis_1983,1545,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 Ng5 O-O Nxf7 Qe7 O-O Na5 Bb3 Nxb3 axb3 Qxf7 Nd5 Nxd5 exd5 Qxd5 Qf3 Rxf3,C50,Four Knights Game: Italian Variation,8,77409,389,2701,2025-01-31
I0TiJ2Ga,true,1.5037546987E12,1.503757632451E12,68,resign,black,25+10,fritz65,1652,jpokerflat,1739,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5 Bf5 O-O e6 h3 Bd6 Nc3 h6 a3 Ne7 Re1 O-O Be3 a6 Bd3 b5 Bxf5 Nxf5 Ne2 Nxe3 fxe3 Ne7 Ng3 Bxg3 Rf1 Nf5 Qd2 Nd6 Ne5 Bxe5 dxe5 Nc4 Qc1 Nxe5 Qe1 Nc4 b3 Nd6 Rd1 Ne4 Rf4 Qb6 Kh1 Rac8 Rc1 Rc7 b4 Rfc8 Kh2 Rxc2 Rxc2 Rxc2 Qf1 f5 Rf3 Nd2 Qd3 Nxf3+ Kg3 Ne1,B10,Caro-Kann Defense,2,2933751,87,3391,2025-01-31
Iv7aDCAM,true,1.503502202481E12,1.50350396333E12,42,resign,black,15+15,superposition,1761,jpokerflat,1723,e4 c6 Nf3 d5 exd5 cxd5 Nc3 Bf5 d4 Nc6 Bb5 e6 O-O Nf6 Bg5 Be7 Re1 a6 Ba4 b5 Bb3 a5 Bxf6 Bxf6 Bxd5 Qb6 Bxc6+ Qxc6 d5 Qb6 dxe6 Bxe6 Qd3 b4 Na4 Qc6 Rad1 Qxa4 b3 Qc6 Rxe6+ fxe6,B10,Caro-Kann Defense,2,1760849,38,3484,2025-01-31
bAkns0Jr,true,1.50281652511E12,1.502819511702E12,47,resign,white,30+30,thehaleguathor,2200,jpokerflat,1725,e4 c6 Nc3 d5 Nf3 Bg4 h3 Bxf3 Qxf3 e6 d3 Nf6 g4 Be7 g5 Nfd7 h4 Ne5 Qg3 Bd6 f4 Ned7 Bh3 g6 h5 d4 Ne2 c5 Bg4 e5 hxg6 fxg6 f5 Nf8 fxg6 Nxg6 Bf5 Kf7 Qh3 Qe8 Bxg6+ Kxg6 Qf5+ Kg7 Qf6+ Kg8 Qxd6,B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,8,2986592,475,3925,2025-01-31
VXqXfkrq,true,1.502728192299E12,1.502729792432E12,56,outoftime,black,15+15,jpokerflat,1748,francopg1969,1505,d4 d5 Bf4 h5 e3 f6 Bd3 g5 Bg6+ Kd7 Bxg5 fxg5 Bxh5 Nf6 Bg4+ e6 Be2 Ne4 Nd2 Bb4 c3 Qf6 Nxe4 dxe4 cxb4 Rf8 f4 gxf4 Nh3 fxe3 d5 e5 Rf1 Qh4+ g3 Qxh3 Rxf8 Qg2 Bb5+ Ke7 Rf1 Bh3 Qe2 Qxf1+ Qxf1 Bxf1 Kxf1 a6 Ba4 b5 Bc2 Nd7 Ke2 Rf8 Rf1 Rxf1,D00,Queen's Pawn Game: Mason Attack,3,1600133,243,3253,2025-01-31
BwW94jma,true,1.502641530991E12,1.50264319233E12,56,mate,black,15+15,sonkisot21,1677,jpokerflat,1736,e4 c6 d4 d5 exd5 cxd5 Nf3 Nc6 Bb5 Nf6 O-O Bf5 a3 a6 Ba4 b5 Bb3 e6 Nc3 h6 Bf4 Bd6 Be5 Bxe5 dxe5 Nd7 Re1 Rc8 Nd4 Nxd4 Qxd4 O-O Rac1 Nb6 Qf4 Bh7 a4 bxa4 Nxa4 Nxa4 Bxa4 Qb6 Bb3 Qb5 Re3 a5 Rg3 Qe2 Re3 Qd2 c3 Qxc1+ Bd1 Qxd1+ Re1 Qxe1#,B13,Caro-Kann Defense: Exchange Variation,5,1661339,59,3413,2025-01-31
ZfiB5dU6,true,1.502548022817E12,1.502549762923E12,63,resign,white,25+10,marsnk,1577,jpokerflat,1754,e4 c6 d4 d5 exd5 cxd5 Bd3 Nf6 c3 e6 Bf4 b6 Nf3 Bd6 Bxd6 Qxd6 Qe2 O-O Ne5 a5 Na3 Ba6 Nb5 Qe7 O-O Nfd7 f4 f5 g3 Nxe5 fxe5 Nc6 Kg2 Na7 a4 Bxb5 axb5 Rac8 h4 Rc7 Qh5 Qf7 Qxf7+ Rcxf7 h5 Nc8 Rac1 Ne7 c4 f4 c5 bxc5 dxc5 fxg3 Rxf7 Rxf7 Kxg3 Rf8 c6 Rc8 c7 Ra8 b6,B13,Caro-Kann Defense: Exchange Variation,5,1740106,177,3331,2025-01-31
tS10y8Io,true,1.502215318058E12,1.502219958552E12,65,resign,white,30+30,jpokerflat,1753,slavy,1179,d4 d5 Bf4 c5 e3 Nf6 Nf3 Nc6 c3 Qb6 Qb3 Qxb3 axb3 Ne4 Nbd2 Bf5 Be2 e6 O-O Bg4 Bd3 cxd4 exd4 Be7 Bxe4 dxe4 Ne5 Be2 Rfe1 Bd3 Nxc6 bxc6 Nxe4 Bc2 b4 O-O Nd2 Rfd8 Ra6 Rd5 Rxc6 Bg5 Bxg5 Rxg5 Ra1 g6 Rca6 Rd8 Rxa7 Rdd5 Rc7 Rdf5 Nf3 Rxf3 Rc5 Rxc5 bxc5 Rd3 c6 Rd1+ Rxd1 Bxd1 c7 Ba4 c8=Q+,D00,Queen's Pawn Game: Steinitz Countergambit,4,4640494,574,2932,2025-01-31
2Ed1mG3V,true,1.501411139989E12,1.501414043123E12,73,resign,white,25+10,jpokerflat,1726,caltit,1711,d4 a6 Bf4 b5 e3 Bb7 Nf3 d6 c3 Nf6 h3 Nd5 Bh2 Nd7 Nbd2 N7f6 Bd3 g6 O-O Bh6 Re1 Qc8 c4 Nb4 Be2 bxc4 Bxc4 Ne4 Qa4+ Nc6 Nxe4 O-O Nc3 e6 d5 Nd8 Nd4 exd5 Bxd5 c6 Bf3 d5 e4 Bd2 Re2 Bxc3 bxc3 Re8 Rae1 Ne6 Nxe6 fxe6 exd5 cxd5 Bg4 Bc6 Qd4 Bd7 Be5 Re7 Bd6 Rf7 Bxe6 Bxe6 Rxe6 Qd7 Bb4 Rc8 Rd6 Rc7 Rxd7 Rcxd7 Re8+,A40,Queen's Pawn,1,2903134,15,3437,2025-01-31
eUaQ5sWm,true,1.501185202869E12,1.501187316306E12,97,resign,white,15+15,locucarro,1693,jpokerflat,1743,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Nc3 e6 Bg5 Bb4 Bb5+ Bd7 Bxd7+ Nbxd7 Ne5 Bxc3+ bxc3 Qc7 O-O Qxc3 Qe2 Nxe5 dxe5 Nd7 Qb5 Qc6 Qb4 Nc5 Be3 b6 Qg4 g6 Bh6 O-O-O Bg7 Rhg8 Bf6 Rde8 Qh4 Ne4 Qxh7 Nxf6 exf6 Qc7 Qh4 Rh8 Qg3 Qxg3 fxg3 Kb7 Rac1 Rc8 Rfd1 Rc4 h4 Rh5 Rf1 Re5 Kh2 Re2 Kh3 Rcxc2 Rxc2 Rxc2 g4 Rxa2 h5 gxh5 gxh5 Rc2 g4 Rc8 g5 Rg8 Kh4 Kc7 h6 Kd7 Kh5 Ke8 h7 Rh8 Kh6 d4 g6 fxg6 Kxg6 Rf8 f7+ Ke7 Kg7 d3 h8=Q Rxh8 Kxh8,B10,Caro-Kann Defense,2,2113437,50,3436,2025-01-31
qTVP4j9X,true,1.501184317741E12,1.501185018975E12,21,resign,black,15+15,degre,1696,jpokerflat,1729,d4 d5 Bf4 Nf6 e3 Bf5 Nf3 e6 c4 c5 cxd5 Nxd5 Qa4+ Nc6 Bg3 a6 dxc5 Bxc5 e4 Nb6 Qc2,D00,Queen's Pawn Game: Mason Attack,3,701234,33,3425,2025-01-31
vKfImRmA,true,1.501092006158E12,1.501094415167E12,88,draw,draw,15+15,jpokerflat,1732,lolmaster123,1652,d4 d5 Bf4 Nc6 e3 Nf6 c3 Bf5 Nf3 e6 Nh4 Bg4 f3 Bh5 g4 Nxg4 fxg4 Qxh4+ Bg3 Qxg4 Qxg4 Bxg4 Bxc7 Kd7 Bg3 Bd6 Bxd6 Kxd6 Rg1 h5 h3 Bf5 Rxg7 Bg6 Kd2 e5 h4 e4 Bh3 Nd8 Ke2 Ne6 Rxg6 fxg6 Nd2 Rhf8 c4 Rf6 cxd5 Kxd5 Rc1 Raf8 Bxe6+ Rxe6 Rc5+ Kd6 Nc4+ Kd7 Ne5+ Ke7 Rc7+ Ke8 Rxb7 Rff6 Rxa7 Ra6 Rxa6 Rxa6 Kf2 Ke7 Kg3 Kf6 Kf4 Rxa2 Kxe4 Rxb2 Nd7+ Ke6 Ne5 Kf6 Nd7+ Kg7 Ne5 Rh2 Nf3 Rh3 Kf4 Kf6,D00,Queen's Pawn Game: Mason Attack,3,2409009,80,3384,2025-01-31
AmROOVKU,true,1.500835217948E12,1.500838105577E12,81,resign,white,15+15,jpokerflat,1718,loogos,1696,d4 d5 Bf4 Nf6 e3 e6 Nf3 c6 c3 Nbd7 Nbd2 Be7 Bd3 a6 Ne5 O-O h4 Re8 Qe2 Nf8 O-O-O c5 Rdg1 c4 Bc2 Ng6 Nxg6 fxg6 Nf3 a5 Ne5 Rf8 g4 Qe8 g5 Nh5 Bh2 b5 b3 cxb3 Bxb3 Bb7 Kd2 Ba6 Qg4 Rxf2+ Ke1 Qf8 Qxe6+ Kh8 Bxd5 Bc8 Nf7+ Rxf7 Qxf7 Qd8 Bc7 Qf8 Qxf8+ Bxf8 Bxa8 b4 Rf1 Be7 Bxa5 bxc3 Rh2 c2 Rxc2 Be6 Kd2 Ng3 Rb1 Bd6 Rc6 Ne4+ Ke1 Bg3+ Kd1 h6 Rxe6,D00,Queen's Pawn Game: Mason Attack,3,2887629,22,3414,2025-01-31
iqI94z0s,false,1.499011914195E12,1.499013338108E12,62,resign,black,15+15,jpokerflat,1718,vaalosnah,1519,d4 Nc6 Nf3 e6 Bf4 Nf6 e3 Bb4+ c3 Be7 Nbd2 Nh5 Bg3 O-O Bd3 f5 Bf4 Nxf4 exf4 d5 Ne5 Nxe5 fxe5 c5 O-O cxd4 cxd4 Qb6 Nb3 Bd7 Nc5 Bxc5 dxc5 Qxc5 Rc1 Qb4 Qe2 Rac8 f4 Rxc1 Rxc1 Qxf4 Rc7 Bc6 g3 Qg5 Bb5 Qc1+ Kg2 f4 Qg4 f3+ Kh3 g6 Qxe6+ Kh8 Qe7 Qh6+ Qh4 Qxh4+ Kxh4 Bxb5,A40,Mikenas Defense,2,1423913,199,3237,2025-01-31
XS2Wqewv,true,1.497984503182E12,1.497987118789E12,76,outoftime,black,15+15,jpokerflat,1742,giamp8,1533,d4 d5 Bf4 Nc6 e3 Bf5 c3 Nf6 Nf3 Ne4 Nbd2 e6 Bd3 Be7 Ne5 a6 Qc2 Nxe5 dxe5 c5 Bxe4 Bxe4 Nxe4 dxe4 Qxe4 b5 O-O O-O b4 c4 Rad1 Qc7 Rd4 Rad8 Rfd1 Rxd4 Rxd4 Rd8 h3 h6 Qf3 Bh4 Bxh6 Qxe5 Rxd8+ Bxd8 Bf4 Qxc3 Qa8 Qe1+ Kh2 Qxf2 Qxd8+ Kh7 Qc7 f6 a3 e5 Bg3 Qxe3 Qa5 c3 Qxa6 c2 Qe6 c1=Q Qf5+ Kg8 Qe6+ Kf8 Qd6+ Kf7 Qd7+ Kg6 Qg4+ Qg5,D00,Queen's Pawn Game: Mason Attack,3,2615607,209,3275,2025-01-31
tS6tvGNk,true,1.4959146927E12,1.495916817537E12,65,resign,white,15+15,jpokerflat,1712,eus1968,1605,d4 d5 Bf4 c6 e3 Nf6 c3 e6 Nf3 b6 Bd3 Nbd7 Nbd2 Be7 h4 Bb7 Ne5 Rc8 g4 h6 Qe2 c5 O-O-O c4 Bc2 b5 g5 Ng8 Qh5 Nxe5 Bxe5 Kf8 gxh6 Rxh6 Bxg7+ Ke8 Bxh6 Nf6 Qf3 b4 Ba4+ Bc6 Bxc6+ Rxc6 Rdg1 Ra6 Bg5 Kf8 Bxf6 Bxf6 Qg4 Ke7 cxb4 Qc7 Kb1 c3 Nb3 Qc4 Qd1 Qxb4 bxc3 Qxc3 Qc1 Qa5 Nxa5,D00,Queen's Pawn Game: Mason Attack,3,2124837,107,3317,2025-01-31
3f35Wlwk,true,1.495892673326E12,1.495894111358E12,52,resign,black,15+15,jpokerflat,1733,baal19,1666,d4 d5 Bf4 Bf5 e3 Nc6 Bd3 Bxd3 Qxd3 e6 c3 Nf6 h3 Be7 Nf3 h6 Nbd2 Bd6 Ne5 Bxe5 dxe5 Nd7 Nf3 g5 Bh2 Qe7 O-O-O O-O-O g4 Rdg8 e4 dxe4 Qxe4 h5 Rd2 hxg4 hxg4 Nc5 Qe3 Rh7 Nd4 Nxd4 Rxd4 Rgh8 Qg3 f5 f4 Ne4 Qg2 gxf4 Rdd1 Qg5,D00,Queen's Pawn Game: Mason Attack,3,1438032,67,3399,2025-01-31
BvQR69NU,true,1.495348790348E12,1.49535146173E12,75,resign,white,15+15,evgenyi,1731,jpokerflat,1735,e4 e6 d4 d5 e5 c5 c3 Nc6 Bb5 Bd7 Bxc6 Bxc6 Be3 cxd4 cxd4 Bb4+ Nc3 Ne7 Ne2 O-O Bg5 Qc7 O-O Nf5 Rc1 h6 Bf4 b6 Ng3 Nxg3 fxg3 Qe7 Qg4 f5 Qf3 b5 g4 Qh4 gxf5 Rxf5 Ne2 Be8 g4 Rf8 Kh1 Bg6 Ng3 Be4 Nxe4 dxe4 Qxe4 Qxg4 Rf3 Bd2 Rg1 Qh4 Rgf1 Bxf4 Rxf4 Qe7 d5 Rxf4 Rxf4 Rc8 Rf1 Rc4 d6 Qd7 Qa8+ Rc8 Qf3 Qc6 Qxc6 Rxc6 d7,C02,French Defense: Advance Variation,8,2671382,4,3466,2025-01-31
rBkEVEK8,true,1.494522429607E12,1.494525316245E12,149,mate,white,15+15,jpokerflat,1722,dedjkenator,1600,d4 d5 Bf4 Nc6 e3 a5 c3 e5 dxe5 h6 Nd2 Bf5 Ngf3 Be4 Nxe4 dxe4 Qxd8+ Rxd8 Nd4 Nge7 Bb5 Ng6 Nxc6 bxc6 Bxc6+ Ke7 Bxe4 Ke6 Bxg6 fxg6 O-O h5 Rad1 Be7 Rd4 g5 Rc4 gxf4 exf4 c5 Ra4 Ra8 Rd1 g6 g3 Rhd8 Rxd8 Bxd8 Re4 Be7 Kf1 Rd8 Ke2 Kf5 f3 Rb8 b3 g5 fxg5 Bxg5 Rc4 Be7 f4 h4 Kf3 h3 g4+ Ke6 Kg3 Rh8 a3 Kd5 Kf3 Rh4 Ra4 Bd8 b4 axb4 axb4 cxb4 cxb4 Rh7 Ra2 Be7 Ra7 Rg7 g5 Bf8 Rxg7 Bxg7 b5 Kc5 Ke4 Kxb5 Kf5 Kc6 Kg6 Bf8 Kf7 Bb4 g6 Bd2 g7 Bxf4 g8=Q Bxe5 Qg6+ Kd5 Qd3+ Kc6 Qxh3 Bd6 Qh6 Kd5 Qd2+ Ke5 h3 Bc5 Qg5+ Kd4 h4 Kc4 h5 Bd4 Qc1+ Kd3 Qh1 Be3 h6 Bxh6 Qxh6 Ke4 Qg5 Kd4 Qf5 Kc4 Qe5 Kb4 Qd5 Ka4 Qb7 Ka5 Ke6 Ka4 Kd5 Ka5 Kc4 Ka4 Qb4#,D00,Queen's Pawn Game: Mason Attack,3,2886638,122,3322,2025-01-31
RaaXitQr,true,1.494437447937E12,1.494439709166E12,96,mate,black,15+15,jpokerflat,1746,andrey111111,1683,d4 e6 Bf4 d5 e3 c5 c3 Nc6 Nd2 Nf6 Ngf3 b6 Bd3 g6 h4 Bg7 Ne5 Nxe5 dxe5 Nh5 g4 Nxf4 exf4 Bb7 Qa4+ Kf8 Qc2 d4 f3 f5 exf6 Qxf6 Be4 Bxe4 Qxe4 Re8 g5 Qf5 Rc1 h6 Kf2 hxg5 fxg5 d3 Nc4 Rd8 Rcd1 b5 Ne3 Qxe4 fxe4 Be5 Ng4 Bg7 e5 b4 c4 Rd4 Kg3 Re4 Rhe1 Rxc4 Rxd3 Rc2 Rf1+ Ke7 Rb3 a5 a4 Re2 Re3 Rxb2 Rc1 Rc8 Nf6 Bxf6 exf6+ Kf7 Rce1 Rc6 Kf4 c4 Rd1 c3 Rd7+ Ke8 Red3 Rc4+ Ke3 Rc8 Re7+ Kf8 Rxe6 c2 Kd2 c1=Q#,A40,Horwitz Defense,2,2261229,63,3429,2025-01-31
DkQgh5HY,true,1.493654382527E12,1.493656958435E12,89,resign,white,15+15,podnimaya_znamya,1794,jpokerflat,1765,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 c4 Qg4 g6 Nf3 f6 Be2 Nc6 Qg3 Bd7 h4 f5 Bg5 Nge7 h5 Qa5 Kd2 O-O-O hxg6 hxg6 Rxh8 Rxh8 Bf6 Rg8 Qg5 Qd8 Rh1 Qe8 Rh7 Kd8 Nh4 Kc8 Bxe7 Nxe7 Rxe7 Qd8 Qf6 g5 Ng6 Rxg6 Qf7 Rg8 Rxd7 Qxd7 Qxg8+ Kc7 Qxg5 Qf7 Bh5 Qh7 Qg6 Qxg6 Bxg6 a5 a4 Kd7 f4 Ke7 Bh5 Kf8 g4 fxg4 Bxg4 Kf7 f5 exf5 Bxf5 Ke7 Bc8 b6 Ba6 Ke6 Bb5 Ke7 Ke3 Kf7 Kf4 Ke6 Bc6,C18,French Defense: Winawer Variation |  Advance Variation #2,11,2575908,29,3559,2025-01-31
qHIxUJal,true,1.492624002218E12,1.492625165191E12,48,resign,white,15+15,jpokerflat,1729,capobruno,1564,d4 h6 Bf4 e6 e3 a6 c3 d5 Nd2 Ne7 Ngf3 Ng6 Bg3 Ne7 Bd3 Nec6 O-O g6 a4 Bg7 b4 O-O b5 axb5 axb5 Rxa1 Qxa1 Ne7 Qa5 Nf5 Bxf5 exf5 Bxc7 Nc6 bxc6 Qe8 cxb7 Bxb7 Bd6 Bc6 Bxf8 Bxf8 Ne5 Bb5 Rb1 Be2 Qxd5 Qe6,A40,Queen's Pawn,1,1162973,165,3293,2025-01-31
JkEcyA3P,false,1.502105054518E12,1.502105687024E12,46,resign,black,5+8,kovacsistvan,1749,laode_syahril,2119,e4 c6 d4 d5 e5 Bf5 c4 e6 Nc3 dxc4 Bxc4 Nd7 Nf3 Nb6 Bb3 Be7 O-O Rc8 Bc2 Bg4 h3 Bxf3 Qxf3 Qxd4 Re1 Nd5 Nxd5 cxd5 Bb3 a6 Qe3 Qh4 Qe2 Bb4 Bd2 Bxd2 Qxd2 Ne7 Rac1 O-O Rxc8 Rxc8 Rc1 Rxc1+ Qxc1 Nc6,B12,Caro-Kann Defense: Advance Variation,5,632506,370,3868,2025-01-31
dPDLm9hu,false,1.501936897644E12,1.501937092469E12,21,outoftime,white,5+8,laode_syahril,2119,alik34,1991,e4 Nc6 Nf3 e5 d4 exd4 Nxd4 Nxd4 Qxd4 d5 exd5 Nf6 Bb5+ c6 dxc6 Qxd4 cxb7+ Kd8 bxa8=Q Qb4+ Nc3,C45,Scotch Game,7,194825,128,4110,2025-01-31
